Work Step Code,Work Step Name,Scope Item Code,Delivery Method Code,Cost Component Code,Work Step Sequence,Included by Default,Notes
WS-HDS-GRAV-CAP-02__SI-HDS-GRAV__DM-HDS-GRAV-HD,Place capping layer,SI-HDS-GRAV,DM-HDS-GRAV-HD,CC-CAP,20,Conditional,
WS-HDS-GRAV-SUBBASE-01__SI-HDS-GRAV__DM-HDS-GRAV-HD,Place and compact subbase,SI-HDS-GRAV,DM-HDS-GRAV-HD,CC-SUBBASE,10,Yes,
WS-HDS-GRAV-BASE-01__SI-HDS-GRAV__DM-HDS-GRAV-HD,Place and compact basecourse,SI-HDS-GRAV,DM-HDS-GRAV-HD,CC-BASE,10,Yes,
WS-HDS-GRAV-INSTALL-01__SI-HDS-GRAV__DM-HDS-GRAV-HD,Install main item,SI-HDS-GRAV,DM-HDS-GRAV-HD,CC-INSTALL,10,Yes,asphalt or gravel finish layer
WS-HDS-GRAV-TIEIN-01__SI-HDS-GRAV__DM-HDS-GRAV-HD,Form tie-ins / penetrations / edges,SI-HDS-GRAV,DM-HDS-GRAV-HD,CC-TIEIN,10,Conditional,
WS-HDS-GRAV-REINSTATE-01__SI-HDS-GRAV__DM-HDS-GRAV-HD,Reinstate local surface,SI-HDS-GRAV,DM-HDS-GRAV-HD,CC-REINSTATE,10,Yes,
WS-HDS-GRAV-QA-01__SI-HDS-GRAV__DM-HDS-GRAV-HD,Capture QA records and as-builts,SI-HDS-GRAV,DM-HDS-GRAV-HD,CC-QA,10,Yes,
WS-HDS-GRAV-QA-02__SI-HDS-GRAV__DM-HDS-GRAV-HD,Final inspection and closeout,SI-HDS-GRAV,DM-HDS-GRAV-HD,CC-QA,20,Yes,
WS-PROV-NDD-PRESTART-01,Review drawings and records,SI-PROV-NDD,DM-PROV-NDD,CC-PRESTART,10,Yes,
WS-PROV-NDD-PRESTART-02,Confirm site constraints and controls,SI-PROV-NDD,DM-PROV-NDD,CC-PRESTART,20,Yes,
WS-PROV-NDD-PRESTART-03,Set out work location,SI-PROV-NDD,DM-PROV-NDD,CC-PRESTART,30,Yes,
WS-PROV-NDD-LOCATE-01,Mark out known and suspected services,SI-PROV-NDD,DM-PROV-NDD,CC-LOCATE,10,Yes,
WS-PROV-NDD-LOCATE-02,Correlate locator information,SI-PROV-NDD,DM-PROV-NDD,CC-LOCATE,20,Yes,
WS-PROV-NDD-BREAKOUT-01,Break out existing surface,SI-PROV-NDD,DM-PROV-NDD,CC-BREAKOUT,10,Conditional,
WS-PROV-NDD-BREAKOUT-02,Remove breakout material,SI-PROV-NDD,DM-PROV-NDD,CC-BREAKOUT,20,Conditional,
WS-PROV-NDD-PROVE-01,Undertake proving / potholing / NDD,SI-PROV-NDD,DM-PROV-NDD,CC-PROVE,10,Yes,
WS-PROV-NDD-PROVE-02,Confirm asset location and depth,SI-PROV-NDD,DM-PROV-NDD,CC-PROVE,20,Yes,
WS-PROV-NDD-PROTECT-01,Protect exposed assets,SI-PROV-NDD,DM-PROV-NDD,CC-PROTECT,10,Conditional,
WS-PROV-NDD-PROTECT-02,Support or barrier exposed assets,SI-PROV-NDD,DM-PROV-NDD,CC-PROTECT,20,Conditional,
WS-PROV-NDD-SPOIL-01,Classify spoil,SI-PROV-NDD,DM-PROV-NDD,CC-SPOIL,10,Yes,
WS-PROV-NDD-SPOIL-02,Stockpile / haul / dispose spoil,SI-PROV-NDD,DM-PROV-NDD,CC-SPOIL,20,Yes,
WS-PROV-NDD-MAKESAFE-01,Make temporary safe,SI-PROV-NDD,DM-PROV-NDD,CC-MAKESAFE,10,Conditional,
WS-PROV-NDD-REINSTATE-01,Reinstate local surface,SI-PROV-NDD,DM-PROV-NDD,CC-REINSTATE,10,Conditional,
WS-PROV-NDD-QA-01,Capture QA records and as-builts,SI-PROV-NDD,DM-PROV-NDD,CC-QA,10,Yes,
WS-PROV-NDD-QA-02,Final inspection and closeout,SI-PROV-NDD,DM-PROV-NDD,CC-QA,20,Yes,
WS-PROV-POT-PRESTART-01,Review drawings and records,SI-PROV-POT,DM-PROV-POT,CC-PRESTART,10,Yes,
WS-PROV-POT-PRESTART-02,Confirm site constraints and controls,SI-PROV-POT,DM-PROV-POT,CC-PRESTART,20,Yes,
WS-PROV-POT-PRESTART-03,Set out work location,SI-PROV-POT,DM-PROV-POT,CC-PRESTART,30,Yes,
WS-PROV-POT-LOCATE-01,Mark out known and suspected services,SI-PROV-POT,DM-PROV-POT,CC-LOCATE,10,Yes,
WS-PROV-POT-LOCATE-02,Correlate locator information,SI-PROV-POT,DM-PROV-POT,CC-LOCATE,20,Yes,
WS-PROV-POT-BREAKOUT-01,Break out existing surface,SI-PROV-POT,DM-PROV-POT,CC-BREAKOUT,10,Conditional,
WS-PROV-POT-BREAKOUT-02,Remove breakout material,SI-PROV-POT,DM-PROV-POT,CC-BREAKOUT,20,Conditional,
WS-PROV-POT-PROVE-01,Undertake proving / potholing / NDD,SI-PROV-POT,DM-PROV-POT,CC-PROVE,10,Yes,
WS-PROV-POT-PROVE-02,Confirm asset location and depth,SI-PROV-POT,DM-PROV-POT,CC-PROVE,20,Yes,
WS-PROV-POT-PROTECT-01,Protect exposed assets,SI-PROV-POT,DM-PROV-POT,CC-PROTECT,10,Conditional,
WS-PROV-POT-PROTECT-02,Support or barrier exposed assets,SI-PROV-POT,DM-PROV-POT,CC-PROTECT,20,Conditional,
WS-PROV-POT-SPOIL-01,Classify spoil,SI-PROV-POT,DM-PROV-POT,CC-SPOIL,10,Yes,
WS-PROV-POT-SPOIL-02,Stockpile / haul / dispose spoil,SI-PROV-POT,DM-PROV-POT,CC-SPOIL,20,Yes,
WS-PROV-POT-MAKESAFE-01,Make temporary safe,SI-PROV-POT,DM-PROV-POT,CC-MAKESAFE,10,Conditional,
WS-PROV-POT-REINSTATE-01,Reinstate local surface,SI-PROV-POT,DM-PROV-POT,CC-REINSTATE,10,Conditional,
WS-PROV-POT-QA-01,Capture QA records and as-builts,SI-PROV-POT,DM-PROV-POT,CC-QA,10,Yes,
WS-PROV-POT-QA-02,Final inspection and closeout,SI-PROV-POT,DM-PROV-POT,CC-QA,20,Yes,
WS-PROV-SLOT-PRESTART-01,Review drawings and records,SI-PROV-SLOT,DM-PROV-SLOT,CC-PRESTART,10,Yes,
WS-PROV-SLOT-PRESTART-02,Confirm site constraints and controls,SI-PROV-SLOT,DM-PROV-SLOT,CC-PRESTART,20,Yes,
WS-PROV-SLOT-PRESTART-03,Set out work location,SI-PROV-SLOT,DM-PROV-SLOT,CC-PRESTART,30,Yes,
WS-PROV-SLOT-LOCATE-01,Mark out known and suspected services,SI-PROV-SLOT,DM-PROV-SLOT,CC-LOCATE,10,Yes,
WS-PROV-SLOT-LOCATE-02,Correlate locator information,SI-PROV-SLOT,DM-PROV-SLOT,CC-LOCATE,20,Yes,
WS-PROV-SLOT-BREAKOUT-01,Break out existing surface,SI-PROV-SLOT,DM-PROV-SLOT,CC-BREAKOUT,10,Conditional,
WS-PROV-SLOT-BREAKOUT-02,Remove breakout material,SI-PROV-SLOT,DM-PROV-SLOT,CC-BREAKOUT,20,Conditional,
WS-PROV-SLOT-PROVE-01,Undertake proving / potholing / NDD,SI-PROV-SLOT,DM-PROV-SLOT,CC-PROVE,10,Yes,
WS-PROV-SLOT-PROVE-02,Confirm asset location and depth,SI-PROV-SLOT,DM-PROV-SLOT,CC-PROVE,20,Yes,
WS-PROV-SLOT-PROTECT-01,Protect exposed assets,SI-PROV-SLOT,DM-PROV-SLOT,CC-PROTECT,10,Conditional,
WS-PROV-SLOT-PROTECT-02,Support or barrier exposed assets,SI-PROV-SLOT,DM-PROV-SLOT,CC-PROTECT,20,Conditional,
WS-PROV-SLOT-SPOIL-01,Classify spoil,SI-PROV-SLOT,DM-PROV-SLOT,CC-SPOIL,10,Yes,
WS-PROV-SLOT-SPOIL-02,Stockpile / haul / dispose spoil,SI-PROV-SLOT,DM-PROV-SLOT,CC-SPOIL,20,Yes,
WS-PROV-SLOT-MAKESAFE-01,Make temporary safe,SI-PROV-SLOT,DM-PROV-SLOT,CC-MAKESAFE,10,Conditional,
WS-PROV-SLOT-REINSTATE-01,Reinstate local surface,SI-PROV-SLOT,DM-PROV-SLOT,CC-REINSTATE,10,Conditional,
WS-PROV-SLOT-QA-01,Capture QA records and as-builts,SI-PROV-SLOT,DM-PROV-SLOT,CC-QA,10,Yes,
WS-PROV-SLOT-QA-02,Final inspection and closeout,SI-PROV-SLOT,DM-PROV-SLOT,CC-QA,20,Yes,
WS-PROV-BREXP-PRESTART-01,Review drawings and records,SI-PROV-BREXP,DM-PROV-BREXP,CC-PRESTART,10,Yes,
WS-PROV-BREXP-PRESTART-02,Confirm site constraints and controls,SI-PROV-BREXP,DM-PROV-BREXP,CC-PRESTART,20,Yes,
WS-PROV-BREXP-PRESTART-03,Set out work location,SI-PROV-BREXP,DM-PROV-BREXP,CC-PRESTART,30,Yes,
WS-PROV-BREXP-LOCATE-01,Mark out known and suspected services,SI-PROV-BREXP,DM-PROV-BREXP,CC-LOCATE,10,Yes,
WS-PROV-BREXP-LOCATE-02,Correlate locator information,SI-PROV-BREXP,DM-PROV-BREXP,CC-LOCATE,20,Yes,
WS-PROV-BREXP-BREAKOUT-01,Break out existing surface,SI-PROV-BREXP,DM-PROV-BREXP,CC-BREAKOUT,10,Conditional,
WS-PROV-BREXP-BREAKOUT-02,Remove breakout material,SI-PROV-BREXP,DM-PROV-BREXP,CC-BREAKOUT,20,Conditional,
WS-PROV-BREXP-PROVE-01,Undertake proving / potholing / NDD,SI-PROV-BREXP,DM-PROV-BREXP,CC-PROVE,10,Yes,
WS-PROV-BREXP-PROVE-02,Confirm asset location and depth,SI-PROV-BREXP,DM-PROV-BREXP,CC-PROVE,20,Yes,
WS-PROV-BREXP-PROTECT-01,Protect exposed assets,SI-PROV-BREXP,DM-PROV-BREXP,CC-PROTECT,10,Conditional,
WS-PROV-BREXP-PROTECT-02,Support or barrier exposed assets,SI-PROV-BREXP,DM-PROV-BREXP,CC-PROTECT,20,Conditional,
WS-PROV-BREXP-SPOIL-01,Classify spoil,SI-PROV-BREXP,DM-PROV-BREXP,CC-SPOIL,10,Yes,
WS-PROV-BREXP-SPOIL-02,Stockpile / haul / dispose spoil,SI-PROV-BREXP,DM-PROV-BREXP,CC-SPOIL,20,Yes,
WS-PROV-BREXP-MAKESAFE-01,Make temporary safe,SI-PROV-BREXP,DM-PROV-BREXP,CC-MAKESAFE,10,Conditional,
WS-PROV-BREXP-REINSTATE-01,Reinstate local surface,SI-PROV-BREXP,DM-PROV-BREXP,CC-REINSTATE,10,Conditional,
WS-PROV-BREXP-QA-01,Capture QA records and as-builts,SI-PROV-BREXP,DM-PROV-BREXP,CC-QA,10,Yes,
WS-PROV-BREXP-QA-02,Final inspection and closeout,SI-PROV-BREXP,DM-PROV-BREXP,CC-QA,20,Yes,
WS-PROV-PITINV-PRESTART-01,Review drawings and records,SI-PROV-PITINV,DM-PROV-PITINV,CC-PRESTART,10,Yes,
WS-PROV-PITINV-PRESTART-02,Confirm site constraints and controls,SI-PROV-PITINV,DM-PROV-PITINV,CC-PRESTART,20,Yes,
WS-PROV-PITINV-PRESTART-03,Set out work location,SI-PROV-PITINV,DM-PROV-PITINV,CC-PRESTART,30,Yes,
WS-PROV-PITINV-LOCATE-01,Mark out known and suspected services,SI-PROV-PITINV,DM-PROV-PITINV,CC-LOCATE,10,Yes,
WS-PROV-PITINV-LOCATE-02,Correlate locator information,SI-PROV-PITINV,DM-PROV-PITINV,CC-LOCATE,20,Yes,
WS-PROV-PITINV-BREAKOUT-01,Break out existing surface,SI-PROV-PITINV,DM-PROV-PITINV,CC-BREAKOUT,10,Conditional,
WS-PROV-PITINV-BREAKOUT-02,Remove breakout material,SI-PROV-PITINV,DM-PROV-PITINV,CC-BREAKOUT,20,Conditional,
WS-PROV-PITINV-PROVE-01,Undertake proving / potholing / NDD,SI-PROV-PITINV,DM-PROV-PITINV,CC-PROVE,10,Yes,
WS-PROV-PITINV-PROVE-02,Confirm asset location and depth,SI-PROV-PITINV,DM-PROV-PITINV,CC-PROVE,20,Yes,
WS-PROV-PITINV-PROTECT-01,Protect exposed assets,SI-PROV-PITINV,DM-PROV-PITINV,CC-PROTECT,10,Conditional,
WS-PROV-PITINV-PROTECT-02,Support or barrier exposed assets,SI-PROV-PITINV,DM-PROV-PITINV,CC-PROTECT,20,Conditional,
WS-PROV-PITINV-SPOIL-01,Classify spoil,SI-PROV-PITINV,DM-PROV-PITINV,CC-SPOIL,10,Yes,
WS-PROV-PITINV-SPOIL-02,Stockpile / haul / dispose spoil,SI-PROV-PITINV,DM-PROV-PITINV,CC-SPOIL,20,Yes,
WS-PROV-PITINV-MAKESAFE-01,Make temporary safe,SI-PROV-PITINV,DM-PROV-PITINV,CC-MAKESAFE,10,Conditional,
WS-PROV-PITINV-REINSTATE-01,Reinstate local surface,SI-PROV-PITINV,DM-PROV-PITINV,CC-REINSTATE,10,Conditional,
WS-PROV-PITINV-QA-01,Capture QA records and as-builts,SI-PROV-PITINV,DM-PROV-PITINV,CC-QA,10,Yes,
WS-PROV-PITINV-QA-02,Final inspection and closeout,SI-PROV-PITINV,DM-PROV-PITINV,CC-QA,20,Yes,
WS-FOUND-SHELTER-PRESTART-01,Review drawings and records,SI-FOUND-SHELTER,DM-FOUND-SHELTER-STD,CC-PRESTART,10,Yes,
WS-FOUND-SHELTER-PRESTART-02,Confirm site constraints and controls,SI-FOUND-SHELTER,DM-FOUND-SHELTER-STD,CC-PRESTART,20,Yes,
WS-FOUND-SHELTER-PRESTART-03,Set out work location,SI-FOUND-SHELTER,DM-FOUND-SHELTER-STD,CC-PRESTART,30,Yes,
WS-FOUND-SHELTER-LOCATE-01,Mark out known and suspected services,SI-FOUND-SHELTER,DM-FOUND-SHELTER-STD,CC-LOCATE,10,Conditional,
WS-FOUND-SHELTER-LOCATE-02,Correlate locator information,SI-FOUND-SHELTER,DM-FOUND-SHELTER-STD,CC-LOCATE,20,Conditional,
WS-FOUND-SHELTER-PROVE-01,Undertake proving / potholing / NDD,SI-FOUND-SHELTER,DM-FOUND-SHELTER-STD,CC-PROVE,10,Conditional,
WS-FOUND-SHELTER-PROVE-02,Confirm asset location and depth,SI-FOUND-SHELTER,DM-FOUND-SHELTER-STD,CC-PROVE,20,Conditional,
WS-FOUND-SHELTER-INSTALL-01,Install main item,SI-FOUND-SHELTER,DM-FOUND-SHELTER-STD,CC-INSTALL,10,Yes,
WS-FOUND-SHELTER-REINF-01,Install reinforcement / mesh / cast-ins,SI-FOUND-SHELTER,DM-FOUND-SHELTER-STD,CC-REINF,10,Conditional,
WS-FOUND-SHELTER-CONC-01,Pour and finish concrete,SI-FOUND-SHELTER,DM-FOUND-SHELTER-STD,CC-CONC,10,Yes,
WS-FOUND-SHELTER-TIEIN-01,Form tie-ins / penetrations / edges,SI-FOUND-SHELTER,DM-FOUND-SHELTER-STD,CC-TIEIN,10,Conditional,
WS-FOUND-SHELTER-BFILL-01,Backfill in lifts,SI-FOUND-SHELTER,DM-FOUND-SHELTER-STD,CC-BFILL,10,Conditional,
WS-FOUND-SHELTER-BFILL-02,Compact backfill / placed material,SI-FOUND-SHELTER,DM-FOUND-SHELTER-STD,CC-BFILL,20,Conditional,
WS-FOUND-SHELTER-REINSTATE-01,Reinstate local surface,SI-FOUND-SHELTER,DM-FOUND-SHELTER-STD,CC-REINSTATE,10,Yes,
WS-FOUND-SHELTER-QA-01,Capture QA records and as-builts,SI-FOUND-SHELTER,DM-FOUND-SHELTER-STD,CC-QA,10,Yes,
WS-FOUND-SHELTER-QA-02,Final inspection and closeout,SI-FOUND-SHELTER,DM-FOUND-SHELTER-STD,CC-QA,20,Yes,
WS-FOUND-SOLAR-PRESTART-01,Review drawings and records,SI-FOUND-SOLAR,DM-FOUND-SOLAR-STD,CC-PRESTART,10,Yes,
WS-FOUND-SOLAR-PRESTART-02,Confirm site constraints and controls,SI-FOUND-SOLAR,DM-FOUND-SOLAR-STD,CC-PRESTART,20,Yes,
WS-FOUND-SOLAR-PRESTART-03,Set out work location,SI-FOUND-SOLAR,DM-FOUND-SOLAR-STD,CC-PRESTART,30,Yes,
WS-FOUND-SOLAR-LOCATE-01,Mark out known and suspected services,SI-FOUND-SOLAR,DM-FOUND-SOLAR-STD,CC-LOCATE,10,Conditional,
WS-FOUND-SOLAR-LOCATE-02,Correlate locator information,SI-FOUND-SOLAR,DM-FOUND-SOLAR-STD,CC-LOCATE,20,Conditional,
WS-FOUND-SOLAR-PROVE-01,Undertake proving / potholing / NDD,SI-FOUND-SOLAR,DM-FOUND-SOLAR-STD,CC-PROVE,10,Conditional,
WS-FOUND-SOLAR-PROVE-02,Confirm asset location and depth,SI-FOUND-SOLAR,DM-FOUND-SOLAR-STD,CC-PROVE,20,Conditional,
WS-FOUND-SOLAR-INSTALL-01,Install main item,SI-FOUND-SOLAR,DM-FOUND-SOLAR-STD,CC-INSTALL,10,Yes,
WS-FOUND-SOLAR-REINF-01,Install reinforcement / mesh / cast-ins,SI-FOUND-SOLAR,DM-FOUND-SOLAR-STD,CC-REINF,10,Conditional,
WS-FOUND-SOLAR-CONC-01,Pour and finish concrete,SI-FOUND-SOLAR,DM-FOUND-SOLAR-STD,CC-CONC,10,Yes,
WS-FOUND-SOLAR-TIEIN-01,Form tie-ins / penetrations / edges,SI-FOUND-SOLAR,DM-FOUND-SOLAR-STD,CC-TIEIN,10,Conditional,
WS-FOUND-SOLAR-BFILL-01,Backfill in lifts,SI-FOUND-SOLAR,DM-FOUND-SOLAR-STD,CC-BFILL,10,Conditional,
WS-FOUND-SOLAR-BFILL-02,Compact backfill / placed material,SI-FOUND-SOLAR,DM-FOUND-SOLAR-STD,CC-BFILL,20,Conditional,
WS-FOUND-SOLAR-REINSTATE-01,Reinstate local surface,SI-FOUND-SOLAR,DM-FOUND-SOLAR-STD,CC-REINSTATE,10,Yes,
WS-FOUND-SOLAR-QA-01,Capture QA records and as-builts,SI-FOUND-SOLAR,DM-FOUND-SOLAR-STD,CC-QA,10,Yes,
WS-FOUND-SOLAR-QA-02,Final inspection and closeout,SI-FOUND-SOLAR,DM-FOUND-SOLAR-STD,CC-QA,20,Yes,
WS-FOUND-FENCE-PRESTART-01,Review drawings and records,SI-FOUND-FENCE,DM-FOUND-FENCE-STD,CC-PRESTART,10,Yes,
WS-FOUND-FENCE-PRESTART-02,Confirm site constraints and controls,SI-FOUND-FENCE,DM-FOUND-FENCE-STD,CC-PRESTART,20,Yes,
WS-FOUND-FENCE-PRESTART-03,Set out work location,SI-FOUND-FENCE,DM-FOUND-FENCE-STD,CC-PRESTART,30,Yes,
WS-FOUND-FENCE-LOCATE-01,Mark out known and suspected services,SI-FOUND-FENCE,DM-FOUND-FENCE-STD,CC-LOCATE,10,Conditional,
WS-FOUND-FENCE-LOCATE-02,Correlate locator information,SI-FOUND-FENCE,DM-FOUND-FENCE-STD,CC-LOCATE,20,Conditional,
WS-FOUND-FENCE-PROVE-01,Undertake proving / potholing / NDD,SI-FOUND-FENCE,DM-FOUND-FENCE-STD,CC-PROVE,10,Conditional,
WS-FOUND-FENCE-PROVE-02,Confirm asset location and depth,SI-FOUND-FENCE,DM-FOUND-FENCE-STD,CC-PROVE,20,Conditional,
WS-FOUND-FENCE-INSTALL-01,Install main item,SI-FOUND-FENCE,DM-FOUND-FENCE-STD,CC-INSTALL,10,Yes,
WS-FOUND-FENCE-REINF-01,Install reinforcement / mesh / cast-ins,SI-FOUND-FENCE,DM-FOUND-FENCE-STD,CC-REINF,10,Conditional,
WS-FOUND-FENCE-CONC-01,Pour and finish concrete,SI-FOUND-FENCE,DM-FOUND-FENCE-STD,CC-CONC,10,Yes,
WS-FOUND-FENCE-TIEIN-01,Form tie-ins / penetrations / edges,SI-FOUND-FENCE,DM-FOUND-FENCE-STD,CC-TIEIN,10,Conditional,
WS-FOUND-FENCE-BFILL-01,Backfill in lifts,SI-FOUND-FENCE,DM-FOUND-FENCE-STD,CC-BFILL,10,Conditional,
WS-FOUND-FENCE-BFILL-02,Compact backfill / placed material,SI-FOUND-FENCE,DM-FOUND-FENCE-STD,CC-BFILL,20,Conditional,
WS-FOUND-FENCE-REINSTATE-01,Reinstate local surface,SI-FOUND-FENCE,DM-FOUND-FENCE-STD,CC-REINSTATE,10,Yes,
WS-FOUND-FENCE-QA-01,Capture QA records and as-builts,SI-FOUND-FENCE,DM-FOUND-FENCE-STD,CC-QA,10,Yes,
WS-FOUND-FENCE-QA-02,Final inspection and closeout,SI-FOUND-FENCE,DM-FOUND-FENCE-STD,CC-QA,20,Yes,
WS-FOUND-GEN-PRESTART-01,Review drawings and records,SI-FOUND-GEN,DM-FOUND-GEN-STD,CC-PRESTART,10,Yes,
WS-FOUND-GEN-PRESTART-02,Confirm site constraints and controls,SI-FOUND-GEN,DM-FOUND-GEN-STD,CC-PRESTART,20,Yes,
WS-FOUND-GEN-PRESTART-03,Set out work location,SI-FOUND-GEN,DM-FOUND-GEN-STD,CC-PRESTART,30,Yes,
WS-FOUND-GEN-LOCATE-01,Mark out known and suspected services,SI-FOUND-GEN,DM-FOUND-GEN-STD,CC-LOCATE,10,Conditional,
WS-FOUND-GEN-LOCATE-02,Correlate locator information,SI-FOUND-GEN,DM-FOUND-GEN-STD,CC-LOCATE,20,Conditional,
WS-FOUND-GEN-PROVE-01,Undertake proving / potholing / NDD,SI-FOUND-GEN,DM-FOUND-GEN-STD,CC-PROVE,10,Conditional,
WS-FOUND-GEN-PROVE-02,Confirm asset location and depth,SI-FOUND-GEN,DM-FOUND-GEN-STD,CC-PROVE,20,Conditional,
WS-FOUND-GEN-INSTALL-01,Install main item,SI-FOUND-GEN,DM-FOUND-GEN-STD,CC-INSTALL,10,Yes,
WS-FOUND-GEN-REINF-01,Install reinforcement / mesh / cast-ins,SI-FOUND-GEN,DM-FOUND-GEN-STD,CC-REINF,10,Conditional,
WS-FOUND-GEN-CONC-01,Pour and finish concrete,SI-FOUND-GEN,DM-FOUND-GEN-STD,CC-CONC,10,Yes,
WS-FOUND-GEN-TIEIN-01,Form tie-ins / penetrations / edges,SI-FOUND-GEN,DM-FOUND-GEN-STD,CC-TIEIN,10,Conditional,
WS-FOUND-GEN-BFILL-01,Backfill in lifts,SI-FOUND-GEN,DM-FOUND-GEN-STD,CC-BFILL,10,Conditional,
WS-FOUND-GEN-BFILL-02,Compact backfill / placed material,SI-FOUND-GEN,DM-FOUND-GEN-STD,CC-BFILL,20,Conditional,
WS-FOUND-GEN-REINSTATE-01,Reinstate local surface,SI-FOUND-GEN,DM-FOUND-GEN-STD,CC-REINSTATE,10,Yes,
WS-FOUND-GEN-QA-01,Capture QA records and as-builts,SI-FOUND-GEN,DM-FOUND-GEN-STD,CC-QA,10,Yes,
WS-FOUND-GEN-QA-02,Final inspection and closeout,SI-FOUND-GEN,DM-FOUND-GEN-STD,CC-QA,20,Yes,
WS-FOUND-SLABPIER-PRESTART-01,Review drawings and records,SI-FOUND-SLABPIER,DM-FOUND-SLABPIER-STD,CC-PRESTART,10,Yes,
WS-FOUND-SLABPIER-PRESTART-02,Confirm site constraints and controls,SI-FOUND-SLABPIER,DM-FOUND-SLABPIER-STD,CC-PRESTART,20,Yes,
WS-FOUND-SLABPIER-PRESTART-03,Set out work location,SI-FOUND-SLABPIER,DM-FOUND-SLABPIER-STD,CC-PRESTART,30,Yes,
WS-FOUND-SLABPIER-LOCATE-01,Mark out known and suspected services,SI-FOUND-SLABPIER,DM-FOUND-SLABPIER-STD,CC-LOCATE,10,Conditional,
WS-FOUND-SLABPIER-LOCATE-02,Correlate locator information,SI-FOUND-SLABPIER,DM-FOUND-SLABPIER-STD,CC-LOCATE,20,Conditional,
WS-FOUND-SLABPIER-PROVE-01,Undertake proving / potholing / NDD,SI-FOUND-SLABPIER,DM-FOUND-SLABPIER-STD,CC-PROVE,10,Conditional,
WS-FOUND-SLABPIER-PROVE-02,Confirm asset location and depth,SI-FOUND-SLABPIER,DM-FOUND-SLABPIER-STD,CC-PROVE,20,Conditional,
WS-FOUND-SLABPIER-INSTALL-01,Install main item,SI-FOUND-SLABPIER,DM-FOUND-SLABPIER-STD,CC-INSTALL,10,Yes,
WS-FOUND-SLABPIER-REINF-01,Install reinforcement / mesh / cast-ins,SI-FOUND-SLABPIER,DM-FOUND-SLABPIER-STD,CC-REINF,10,Conditional,
WS-FOUND-SLABPIER-CONC-01,Pour and finish concrete,SI-FOUND-SLABPIER,DM-FOUND-SLABPIER-STD,CC-CONC,10,Yes,
WS-FOUND-SLABPIER-TIEIN-01,Form tie-ins / penetrations / edges,SI-FOUND-SLABPIER,DM-FOUND-SLABPIER-STD,CC-TIEIN,10,Conditional,
WS-FOUND-SLABPIER-BFILL-01,Backfill in lifts,SI-FOUND-SLABPIER,DM-FOUND-SLABPIER-STD,CC-BFILL,10,Conditional,
WS-FOUND-SLABPIER-BFILL-02,Compact backfill / placed material,SI-FOUND-SLABPIER,DM-FOUND-SLABPIER-STD,CC-BFILL,20,Conditional,
WS-FOUND-SLABPIER-REINSTATE-01,Reinstate local surface,SI-FOUND-SLABPIER,DM-FOUND-SLABPIER-STD,CC-REINSTATE,10,Yes,
WS-FOUND-SLABPIER-QA-01,Capture QA records and as-builts,SI-FOUND-SLABPIER,DM-FOUND-SLABPIER-STD,CC-QA,10,Yes,
WS-FOUND-SLABPIER-QA-02,Final inspection and closeout,SI-FOUND-SLABPIER,DM-FOUND-SLABPIER-STD,CC-QA,20,Yes,
WS-SLAB-GEN-PRESTART-01,Review drawings and records,SI-SLAB-GEN,DM-SLAB-GEN-STD,CC-PRESTART,10,Yes,
WS-SLAB-GEN-PRESTART-02,Confirm site constraints and controls,SI-SLAB-GEN,DM-SLAB-GEN-STD,CC-PRESTART,20,Yes,
WS-SLAB-GEN-PRESTART-03,Set out work location,SI-SLAB-GEN,DM-SLAB-GEN-STD,CC-PRESTART,30,Yes,
WS-SLAB-GEN-BREAKOUT-01,Break out existing surface,SI-SLAB-GEN,DM-SLAB-GEN-STD,CC-BREAKOUT,10,Conditional,
WS-SLAB-GEN-BREAKOUT-02,Remove breakout material,SI-SLAB-GEN,DM-SLAB-GEN-STD,CC-BREAKOUT,20,Conditional,
WS-SLAB-GEN-LOCATE-01,Mark out known and suspected services,SI-SLAB-GEN,DM-SLAB-GEN-STD,CC-LOCATE,10,Conditional,
WS-SLAB-GEN-LOCATE-02,Correlate locator information,SI-SLAB-GEN,DM-SLAB-GEN-STD,CC-LOCATE,20,Conditional,
WS-SLAB-GEN-PROVE-01,Undertake proving / potholing / NDD,SI-SLAB-GEN,DM-SLAB-GEN-STD,CC-PROVE,10,Conditional,
WS-SLAB-GEN-PROVE-02,Confirm asset location and depth,SI-SLAB-GEN,DM-SLAB-GEN-STD,CC-PROVE,20,Conditional,
WS-SLAB-GEN-EXC-01,Excavate work area,SI-SLAB-GEN,DM-SLAB-GEN-STD,CC-EXC,10,Yes,
WS-SLAB-GEN-EXC-02,Trim formation / sidewalls / base,SI-SLAB-GEN,DM-SLAB-GEN-STD,CC-EXC,20,Yes,
WS-SLAB-GEN-SPOIL-01,Classify spoil,SI-SLAB-GEN,DM-SLAB-GEN-STD,CC-SPOIL,10,Yes,
WS-SLAB-GEN-SPOIL-02,Stockpile / haul / dispose spoil,SI-SLAB-GEN,DM-SLAB-GEN-STD,CC-SPOIL,20,Yes,
WS-SLAB-GEN-CAP-01,Install separator / geotextile,SI-SLAB-GEN,DM-SLAB-GEN-STD,CC-CAP,10,Conditional,
WS-SLAB-GEN-CAP-02,Place capping layer,SI-SLAB-GEN,DM-SLAB-GEN-STD,CC-CAP,20,Conditional,
