Project Input Code,Project Input Text,Scope Item Code,Delivery Method Code,Answer Type,Unit,Required,Blocks Pricing if Missing,Conditional On Summary,Active
PI-DRAINSWA-W15,Does water exceed the 15 percent rule?,SI-DRAIN-SWAL,DM-DRAIN-SWAL-STD,yes/no,,False,True,if abnormal water present,True
PI-DRAINSWA-RIN,Is local reinstatement included now?,SI-DRAIN-SWAL,DM-DRAIN-SWAL-STD,yes/no,,True,False,none,True
PI-DRAINSWA-QTY,What is the quantity / length / count?,SI-DRAIN-SWAL,DM-DRAIN-SWAL-STD,decimal,m,True,True,none,True
PI-DRAINSWA-TYP,What pipe or structure type applies?,SI-DRAIN-SWAL,DM-DRAIN-SWAL-STD,choice,,True,True,none,True
PI-DRAINSWA-GRD,What ground variant applies?,SI-DRAIN-SWAL,DM-DRAIN-SWAL-STD,choice,,True,True,soil / shale / rock,True
PI-DRAINSWA-BRK,Is breakout required?,SI-DRAIN-SWAL,DM-DRAIN-SWAL-STD,yes/no,,True,False,none,True
PI-DRAINPIT-A2M,Are known or suspected assets within 2 metres of mechanical excavation?,SI-DRAIN-PIT,DM-DRAIN-PIT-STD,yes/no,,True,True,none,True
PI-DRAINPIT-WAT,Is abnormal water present or likely?,SI-DRAIN-PIT,DM-DRAIN-PIT-STD,yes/no,,True,True,none,True
PI-DRAINPIT-W15,Does water exceed the 15 percent rule?,SI-DRAIN-PIT,DM-DRAIN-PIT-STD,yes/no,,False,True,if abnormal water present,True
PI-DRAINPIT-RIN,Is local reinstatement included now?,SI-DRAIN-PIT,DM-DRAIN-PIT-STD,yes/no,,True,False,none,True
PI-DRAINPIT-QTY,What is the quantity / length / count?,SI-DRAIN-PIT,DM-DRAIN-PIT-STD,decimal,m,True,True,none,True
PI-DRAINPIT-TYP,What pipe or structure type applies?,SI-DRAIN-PIT,DM-DRAIN-PIT-STD,choice,,True,True,none,True
PI-DRAINPIT-GRD,What ground variant applies?,SI-DRAIN-PIT,DM-DRAIN-PIT-STD,choice,,True,True,soil / shale / rock,True
PI-DRAINPIT-BRK,Is breakout required?,SI-DRAIN-PIT,DM-DRAIN-PIT-STD,yes/no,,True,False,none,True
PI-DRAINKG-A2M,Are known or suspected assets within 2 metres of mechanical excavation?,SI-DRAIN-KG,DM-DRAIN-KG-STD,yes/no,,True,True,none,True
PI-DRAINKG-WAT,Is abnormal water present or likely?,SI-DRAIN-KG,DM-DRAIN-KG-STD,yes/no,,True,True,none,True
PI-DRAINKG-W15,Does water exceed the 15 percent rule?,SI-DRAIN-KG,DM-DRAIN-KG-STD,yes/no,,False,True,if abnormal water present,True
PI-DRAINKG-RIN,Is local reinstatement included now?,SI-DRAIN-KG,DM-DRAIN-KG-STD,yes/no,,True,False,none,True
PI-DRAINKG-QTY,What is the quantity / length / count?,SI-DRAIN-KG,DM-DRAIN-KG-STD,decimal,m,True,True,none,True
PI-DRAINKG-TYP,What pipe or structure type applies?,SI-DRAIN-KG,DM-DRAIN-KG-STD,choice,,True,True,none,True
PI-DRAINKG-GRD,What ground variant applies?,SI-DRAIN-KG,DM-DRAIN-KG-STD,choice,,True,True,soil / shale / rock,True
PI-DRAINKG-BRK,Is breakout required?,SI-DRAIN-KG,DM-DRAIN-KG-STD,yes/no,,True,False,none,True
PI-DRAINLKB-A2M,Are known or suspected assets within 2 metres of mechanical excavation?,SI-DRAIN-LKB,DM-DRAIN-LKB-STD,yes/no,,True,True,none,True
PI-DRAINLKB-WAT,Is abnormal water present or likely?,SI-DRAIN-LKB,DM-DRAIN-LKB-STD,yes/no,,True,True,none,True
PI-DRAINLKB-W15,Does water exceed the 15 percent rule?,SI-DRAIN-LKB,DM-DRAIN-LKB-STD,yes/no,,False,True,if abnormal water present,True
PI-DRAINLKB-RIN,Is local reinstatement included now?,SI-DRAIN-LKB,DM-DRAIN-LKB-STD,yes/no,,True,False,none,True
PI-DRAINLKB-QTY,What is the quantity / length / count?,SI-DRAIN-LKB,DM-DRAIN-LKB-STD,decimal,m,True,True,none,True
PI-DRAINLKB-TYP,What pipe or structure type applies?,SI-DRAIN-LKB,DM-DRAIN-LKB-STD,choice,,True,True,none,True
PI-DRAINLKB-GRD,What ground variant applies?,SI-DRAIN-LKB,DM-DRAIN-LKB-STD,choice,,True,True,soil / shale / rock,True
PI-DRAINLKB-BRK,Is breakout required?,SI-DRAIN-LKB,DM-DRAIN-LKB-STD,yes/no,,True,False,none,True
PI-DRAINXS-A2M,Are known or suspected assets within 2 metres of mechanical excavation?,SI-DRAIN-XS,DM-DRAIN-XS-STD,yes/no,,True,True,none,True
PI-DRAINXS-WAT,Is abnormal water present or likely?,SI-DRAIN-XS,DM-DRAIN-XS-STD,yes/no,,True,True,none,True
PI-DRAINXS-W15,Does water exceed the 15 percent rule?,SI-DRAIN-XS,DM-DRAIN-XS-STD,yes/no,,False,True,if abnormal water present,True
PI-DRAINXS-RIN,Is local reinstatement included now?,SI-DRAIN-XS,DM-DRAIN-XS-STD,yes/no,,True,False,none,True
PI-DRAINXS-QTY,What is the quantity / length / count?,SI-DRAIN-XS,DM-DRAIN-XS-STD,decimal,m,True,True,none,True
PI-DRAINXS-TYP,What pipe or structure type applies?,SI-DRAIN-XS,DM-DRAIN-XS-STD,choice,,True,True,none,True
PI-DRAINXS-GRD,What ground variant applies?,SI-DRAIN-XS,DM-DRAIN-XS-STD,choice,,True,True,soil / shale / rock,True
PI-DRAINXS-BRK,Is breakout required?,SI-DRAIN-XS,DM-DRAIN-XS-STD,yes/no,,True,False,none,True
PI-DRAINXD-A2M,Are known or suspected assets within 2 metres of mechanical excavation?,SI-DRAIN-XD,DM-DRAIN-XD-STD,yes/no,,True,True,none,True
PI-DRAINXD-WAT,Is abnormal water present or likely?,SI-DRAIN-XD,DM-DRAIN-XD-STD,yes/no,,True,True,none,True
PI-DRAINXD-W15,Does water exceed the 15 percent rule?,SI-DRAIN-XD,DM-DRAIN-XD-STD,yes/no,,False,True,if abnormal water present,True
PI-DRAINXD-RIN,Is local reinstatement included now?,SI-DRAIN-XD,DM-DRAIN-XD-STD,yes/no,,True,False,none,True
PI-DRAINXD-QTY,What is the quantity / length / count?,SI-DRAIN-XD,DM-DRAIN-XD-STD,decimal,m,True,True,none,True
PI-DRAINXD-TYP,What pipe or structure type applies?,SI-DRAIN-XD,DM-DRAIN-XD-STD,choice,,True,True,none,True
PI-DRAINXD-GRD,What ground variant applies?,SI-DRAIN-XD,DM-DRAIN-XD-STD,choice,,True,True,soil / shale / rock,True
PI-DRAINXD-BRK,Is breakout required?,SI-DRAIN-XD,DM-DRAIN-XD-STD,yes/no,,True,False,none,True
PI-DRAINRWB-A2M,Are known or suspected assets within 2 metres of mechanical excavation?,SI-DRAIN-RWB,DM-DRAIN-RWB-STD,yes/no,,True,True,none,True
PI-DRAINRWB-WAT,Is abnormal water present or likely?,SI-DRAIN-RWB,DM-DRAIN-RWB-STD,yes/no,,True,True,none,True
PI-DRAINRWB-W15,Does water exceed the 15 percent rule?,SI-DRAIN-RWB,DM-DRAIN-RWB-STD,yes/no,,False,True,if abnormal water present,True
PI-DRAINRWB-RIN,Is local reinstatement included now?,SI-DRAIN-RWB,DM-DRAIN-RWB-STD,yes/no,,True,False,none,True
PI-DRAINRWB-QTY,What is the quantity / length / count?,SI-DRAIN-RWB,DM-DRAIN-RWB-STD,decimal,m,True,True,none,True
PI-DRAINRWB-TYP,What pipe or structure type applies?,SI-DRAIN-RWB,DM-DRAIN-RWB-STD,choice,,True,True,none,True
PI-DRAINRWB-GRD,What ground variant applies?,SI-DRAIN-RWB,DM-DRAIN-RWB-STD,choice,,True,True,soil / shale / rock,True
PI-DRAINRWB-BRK,Is breakout required?,SI-DRAIN-RWB,DM-DRAIN-RWB-STD,yes/no,,True,False,none,True
PI-DRAINRWC-A2M,Are known or suspected assets within 2 metres of mechanical excavation?,SI-DRAIN-RWC,DM-DRAIN-RWC-STD,yes/no,,True,True,none,True
PI-DRAINRWC-WAT,Is abnormal water present or likely?,SI-DRAIN-RWC,DM-DRAIN-RWC-STD,yes/no,,True,True,none,True
PI-DRAINRWC-W15,Does water exceed the 15 percent rule?,SI-DRAIN-RWC,DM-DRAIN-RWC-STD,yes/no,,False,True,if abnormal water present,True
PI-DRAINRWC-RIN,Is local reinstatement included now?,SI-DRAIN-RWC,DM-DRAIN-RWC-STD,yes/no,,True,False,none,True
PI-DRAINRWC-QTY,What is the quantity / length / count?,SI-DRAIN-RWC,DM-DRAIN-RWC-STD,decimal,m,True,True,none,True
PI-DRAINRWC-TYP,What pipe or structure type applies?,SI-DRAIN-RWC,DM-DRAIN-RWC-STD,choice,,True,True,none,True
PI-DRAINRWC-GRD,What ground variant applies?,SI-DRAIN-RWC,DM-DRAIN-RWC-STD,choice,,True,True,soil / shale / rock,True
PI-DRAINRWC-BRK,Is breakout required?,SI-DRAIN-RWC,DM-DRAIN-RWC-STD,yes/no,,True,False,none,True
PI-DRAINRWT-A2M,Are known or suspected assets within 2 metres of mechanical excavation?,SI-DRAIN-RWT,DM-DRAIN-RWT-STD,yes/no,,True,True,none,True
PI-DRAINRWT-WAT,Is abnormal water present or likely?,SI-DRAIN-RWT,DM-DRAIN-RWT-STD,yes/no,,True,True,none,True
PI-DRAINRWT-W15,Does water exceed the 15 percent rule?,SI-DRAIN-RWT,DM-DRAIN-RWT-STD,yes/no,,False,True,if abnormal water present,True
PI-DRAINRWT-RIN,Is local reinstatement included now?,SI-DRAIN-RWT,DM-DRAIN-RWT-STD,yes/no,,True,False,none,True
PI-DRAINRWT-QTY,What is the quantity / length / count?,SI-DRAIN-RWT,DM-DRAIN-RWT-STD,decimal,m,True,True,none,True
PI-DRAINRWT-TYP,What pipe or structure type applies?,SI-DRAIN-RWT,DM-DRAIN-RWT-STD,choice,,True,True,none,True
PI-DRAINRWT-GRD,What ground variant applies?,SI-DRAIN-RWT,DM-DRAIN-RWT-STD,choice,,True,True,soil / shale / rock,True
PI-DRAINRWT-BRK,Is breakout required?,SI-DRAIN-RWT,DM-DRAIN-RWT-STD,yes/no,,True,False,none,True
PI-FENCEPER-A2M,Are known or suspected assets within 2 metres of mechanical excavation?,SI-FENCE-PERSG,DM-FENCE-PERSG,yes/no,,True,True,none,True
PI-FENCEPER-WAT,Is abnormal water present or likely?,SI-FENCE-PERSG,DM-FENCE-PERSG,yes/no,,True,True,none,True
PI-FENCEPER-W15,Does water exceed the 15 percent rule?,SI-FENCE-PERSG,DM-FENCE-PERSG,yes/no,,False,True,if abnormal water present,True
PI-FENCEPER-RIN,Is local reinstatement included now?,SI-FENCE-PERSG,DM-FENCE-PERSG,yes/no,,True,False,none,True
PI-FENCEPER-QTY,What is the quantity / length / count?,SI-FENCE-PERSG,DM-FENCE-PERSG,decimal,each,True,True,none,True
PI-FENCEPER-TIE,Are tie-ins or local footing works required?,SI-FENCE-PERSG,DM-FENCE-PERSG,yes/no,,False,False,none,True
PI-FENCEVEH-A2M,Are known or suspected assets within 2 metres of mechanical excavation?,SI-FENCE-VEHG,DM-FENCE-VEHG,yes/no,,True,True,none,True
PI-FENCEVEH-WAT,Is abnormal water present or likely?,SI-FENCE-VEHG,DM-FENCE-VEHG,yes/no,,True,True,none,True
PI-FENCEVEH-W15,Does water exceed the 15 percent rule?,SI-FENCE-VEHG,DM-FENCE-VEHG,yes/no,,False,True,if abnormal water present,True
PI-FENCEVEH-RIN,Is local reinstatement included now?,SI-FENCE-VEHG,DM-FENCE-VEHG,yes/no,,True,False,none,True
PI-FENCEVEH-QTY,What is the quantity / length / count?,SI-FENCE-VEHG,DM-FENCE-VEHG,decimal,each,True,True,none,True
PI-FENCEVEH-TIE,Are tie-ins or local footing works required?,SI-FENCE-VEHG,DM-FENCE-VEHG,yes/no,,False,False,none,True
PI-FENCEREM-A2M,Are known or suspected assets within 2 metres of mechanical excavation?,SI-FENCE-REM,DM-FENCE-REM,yes/no,,True,True,none,True
PI-FENCEREM-WAT,Is abnormal water present or likely?,SI-FENCE-REM,DM-FENCE-REM,yes/no,,True,True,none,True
PI-FENCEREM-W15,Does water exceed the 15 percent rule?,SI-FENCE-REM,DM-FENCE-REM,yes/no,,False,True,if abnormal water present,True
PI-FENCEREM-RIN,Is local reinstatement included now?,SI-FENCE-REM,DM-FENCE-REM,yes/no,,True,False,none,True
PI-FENCEREM-QTY,What is the quantity / length / count?,SI-FENCE-REM,DM-FENCE-REM,decimal,each,True,True,none,True
PI-FENCEREM-TIE,Are tie-ins or local footing works required?,SI-FENCE-REM,DM-FENCE-REM,yes/no,,False,False,none,True
PI-FENCEREL-A2M,Are known or suspected assets within 2 metres of mechanical excavation?,SI-FENCE-RELOC,DM-FENCE-RELOC,yes/no,,True,True,none,True
PI-FENCEREL-WAT,Is abnormal water present or likely?,SI-FENCE-RELOC,DM-FENCE-RELOC,yes/no,,True,True,none,True
PI-FENCEREL-W15,Does water exceed the 15 percent rule?,SI-FENCE-RELOC,DM-FENCE-RELOC,yes/no,,False,True,if abnormal water present,True
PI-FENCEREL-RIN,Is local reinstatement included now?,SI-FENCE-RELOC,DM-FENCE-RELOC,yes/no,,True,False,none,True
PI-FENCEREL-QTY,What is the quantity / length / count?,SI-FENCE-RELOC,DM-FENCE-RELOC,decimal,each,True,True,none,True
PI-FENCEREL-TIE,Are tie-ins or local footing works required?,SI-FENCE-RELOC,DM-FENCE-RELOC,yes/no,,False,False,none,True
PI-FENCESTK-A2M,Are known or suspected assets within 2 metres of mechanical excavation?,SI-FENCE-STKS,DM-FENCE-STKS,yes/no,,True,True,none,True
PI-FENCESTK-WAT,Is abnormal water present or likely?,SI-FENCE-STKS,DM-FENCE-STKS,yes/no,,True,True,none,True
PI-FENCESTK-W15,Does water exceed the 15 percent rule?,SI-FENCE-STKS,DM-FENCE-STKS,yes/no,,False,True,if abnormal water present,True
PI-FENCESTK-RIN,Is local reinstatement included now?,SI-FENCE-STKS,DM-FENCE-STKS,yes/no,,True,False,none,True
PI-FENCESTK-QTY,What is the quantity / length / count?,SI-FENCE-STKS,DM-FENCE-STKS,decimal,each,True,True,none,True
PI-FENCESTK-TIE,Are tie-ins or local footing works required?,SI-FENCE-STKS,DM-FENCE-STKS,yes/no,,False,False,none,True
PI-FENCESTK-A2M,Are known or suspected assets within 2 metres of mechanical excavation?,SI-FENCE-STKD,DM-FENCE-STKD,yes/no,,True,True,none,True
PI-FENCESTK-WAT,Is abnormal water present or likely?,SI-FENCE-STKD,DM-FENCE-STKD,yes/no,,True,True,none,True
PI-FENCESTK-W15,Does water exceed the 15 percent rule?,SI-FENCE-STKD,DM-FENCE-STKD,yes/no,,False,True,if abnormal water present,True
PI-FENCESTK-RIN,Is local reinstatement included now?,SI-FENCE-STKD,DM-FENCE-STKD,yes/no,,True,False,none,True
PI-FENCESTK-QTY,What is the quantity / length / count?,SI-FENCE-STKD,DM-FENCE-STKD,decimal,each,True,True,none,True
PI-FENCESTK-TIE,Are tie-ins or local footing works required?,SI-FENCE-STKD,DM-FENCE-STKD,yes/no,,False,False,none,True
PI-FENCESTK-A2M,Are known or suspected assets within 2 metres of mechanical excavation?,SI-FENCE-STKREM,DM-FENCE-STKREM,yes/no,,True,True,none,True
PI-FENCESTK-WAT,Is abnormal water present or likely?,SI-FENCE-STKREM,DM-FENCE-STKREM,yes/no,,True,True,none,True
PI-FENCESTK-W15,Does water exceed the 15 percent rule?,SI-FENCE-STKREM,DM-FENCE-STKREM,yes/no,,False,True,if abnormal water present,True
PI-FENCESTK-RIN,Is local reinstatement included now?,SI-FENCE-STKREM,DM-FENCE-STKREM,yes/no,,True,False,none,True
PI-FENCESTK-QTY,What is the quantity / length / count?,SI-FENCE-STKREM,DM-FENCE-STKREM,decimal,each,True,True,none,True
PI-FENCESTK-TIE,Are tie-ins or local footing works required?,SI-FENCE-STKREM,DM-FENCE-STKREM,yes/no,,False,False,none,True
PI-PRELIMSI-QTY,What is the quantity / count?,SI-PRELIM-SITEVIS,DM-PRELIM-SITEVIS-STD,decimal,each,True,True,none,True
PI-PRELIMCO-QTY,What is the quantity / count?,SI-PRELIM-CONSTR,DM-PRELIM-CONSTR-STD,decimal,each,True,True,none,True
PI-PRELIMSE-QTY,What is the quantity / count?,SI-PRELIM-SETOUT,DM-PRELIM-SETOUT-STD,decimal,each,True,True,none,True
PI-PRELIMEC-QTY,What is the quantity / count?,SI-PRELIM-ECO,DM-PRELIM-ECO-STD,decimal,each,True,True,none,True
PI-PRELIMDI-QTY,What is the quantity / count?,SI-PRELIM-DILAP,DM-PRELIM-DILAP-STD,decimal,each,True,True,none,True
PI-PRELIMIN-QTY,What is the quantity / count?,SI-PRELIM-INDUCT,DM-PRELIM-INDUCT-STD,decimal,each,True,True,none,True
PI-PRELIMWA-QTY,What is the quantity / count?,SI-PRELIM-WASTE,DM-PRELIM-WASTE-STD,decimal,each,True,True,none,True
PI-PRELIMPW-QTY,What is the quantity / count?,SI-PRELIM-PWRAUD,DM-PRELIM-PWRAUD-STD,decimal,each,True,True,none,True
PI-PRELIMSU-QTY,What is the quantity / count?,SI-PRELIM-SUPER,DM-PRELIM-SUPER-STD,decimal,each,True,True,none,True
PI-PRELIMEN-QTY,What is the quantity / count?,SI-PRELIM-ENGFIN,DM-PRELIM-ENGFIN-STD,decimal,each,True,True,none,True
PI-ENVTC-QTY,What is the quantity / length / count?,SI-ENV-TC,DM-ENV-TC-STD,decimal,item,True,True,none,True
PI-ENVSEDF-QTY,What is the quantity / length / count?,SI-ENV-SEDF,DM-ENV-SEDF-STD,decimal,item,True,True,none,True
PI-ENVTREE-QTY,What is the quantity / length / count?,SI-ENV-TREE,DM-ENV-TREE-STD,decimal,item,True,True,none,True
PI-ENVDUST-QTY,What is the quantity / length / count?,SI-ENV-DUST,DM-ENV-DUST-STD,decimal,item,True,True,none,True
PI-ENVMUD-QTY,What is the quantity / length / count?,SI-ENV-MUD,DM-ENV-MUD-STD,decimal,item,True,True,none,True
PI-GENDEPBH-AFT,Is after-hours delivery required?,SI-GEN-DEP-BH,DM-GEN-DEP-BH-METRO,yes/no,,False,False,none,True
PI-GENDEPBH-REG,Is regional mobilisation required?,SI-GEN-DEP-BH,DM-GEN-DEP-BH-METRO,yes/no,,False,False,none,True
PI-GENDEPBH-AFT,Is after-hours delivery required?,SI-GEN-DEP-BH,DM-GEN-DEP-BH-REG,yes/no,,False,False,none,True
PI-GENDEPBH-REG,Is regional mobilisation required?,SI-GEN-DEP-BH,DM-GEN-DEP-BH-REG,yes/no,,False,False,none,True
PI-GENDEPAH-AFT,Is after-hours delivery required?,SI-GEN-DEP-AH,DM-GEN-DEP-AH-STD,yes/no,,False,False,none,True
PI-GENDEPAH-REG,Is regional mobilisation required?,SI-GEN-DEP-AH,DM-GEN-DEP-AH-STD,yes/no,,False,False,none,True
PI-GENHIRED-PER,What hire period applies?,SI-GEN-HIRE-DAY,DM-GEN-HIRE-DAY-STD,choice,,True,True,none,True
PI-GENHIREW-PER,What hire period applies?,SI-GEN-HIRE-WK,DM-GEN-HIRE-WK-STD,choice,,True,True,none,True
PI-GENFUEL-LIT,How many litres apply?,SI-GEN-FUEL,DM-GEN-FUEL-STD,decimal,litre,True,True,none,True
PI-RAILTRAC-QTY,What overlay quantity applies?,SI-RAIL-TRACK,DM-RAIL-TRACK-STD,decimal,item,True,True,none,True
