Scope Item Code,Delivery Method Code,Cost Component Code,Sequence Number,Included by Default,Conditional Rule Summary,Active,Notes
SI-FENCE-RELOC,DM-FENCE-RELOC,CC-INSTALL,40,Yes,none,True,
SI-FENCE-RELOC,DM-FENCE-RELOC,CC-TIEIN,50,Conditional,tie-ins / hardware / alignment,True,
SI-FENCE-RELOC,DM-FENCE-RELOC,CC-BFILL,60,Conditional,if footing backfill required,True,
SI-FENCE-RELOC,DM-FENCE-RELOC,CC-REINSTATE,70,Conditional,if local reinstatement required,True,
SI-FENCE-RELOC,DM-FENCE-RELOC,CC-QA,80,Yes,none,True,
SI-FENCE-STKS,DM-FENCE-STKS,CC-PRESTART,10,Yes,none,True,
SI-FENCE-STKS,DM-FENCE-STKS,CC-BREAKOUT,20,Conditional,if local footing breakout required,True,
SI-FENCE-STKS,DM-FENCE-STKS,CC-EXC,30,Conditional,if local footing excavation required,True,
SI-FENCE-STKS,DM-FENCE-STKS,CC-INSTALL,40,Yes,none,True,
SI-FENCE-STKS,DM-FENCE-STKS,CC-TIEIN,50,Conditional,tie-ins / hardware / alignment,True,
SI-FENCE-STKS,DM-FENCE-STKS,CC-BFILL,60,Conditional,if footing backfill required,True,
SI-FENCE-STKS,DM-FENCE-STKS,CC-REINSTATE,70,Conditional,if local reinstatement required,True,
SI-FENCE-STKS,DM-FENCE-STKS,CC-QA,80,Yes,none,True,
SI-FENCE-STKD,DM-FENCE-STKD,CC-PRESTART,10,Yes,none,True,
SI-FENCE-STKD,DM-FENCE-STKD,CC-BREAKOUT,20,Conditional,if local footing breakout required,True,
SI-FENCE-STKD,DM-FENCE-STKD,CC-EXC,30,Conditional,if local footing excavation required,True,
SI-FENCE-STKD,DM-FENCE-STKD,CC-INSTALL,40,Yes,none,True,
SI-FENCE-STKD,DM-FENCE-STKD,CC-TIEIN,50,Conditional,tie-ins / hardware / alignment,True,
SI-FENCE-STKD,DM-FENCE-STKD,CC-BFILL,60,Conditional,if footing backfill required,True,
SI-FENCE-STKD,DM-FENCE-STKD,CC-REINSTATE,70,Conditional,if local reinstatement required,True,
SI-FENCE-STKD,DM-FENCE-STKD,CC-QA,80,Yes,none,True,
SI-FENCE-STKREM,DM-FENCE-STKREM,CC-PRESTART,10,Yes,none,True,
SI-FENCE-STKREM,DM-FENCE-STKREM,CC-BREAKOUT,20,Conditional,if local footing breakout required,True,
SI-FENCE-STKREM,DM-FENCE-STKREM,CC-EXC,30,Conditional,if local footing excavation required,True,
SI-FENCE-STKREM,DM-FENCE-STKREM,CC-INSTALL,40,Yes,none,True,
SI-FENCE-STKREM,DM-FENCE-STKREM,CC-TIEIN,50,Conditional,tie-ins / hardware / alignment,True,
SI-FENCE-STKREM,DM-FENCE-STKREM,CC-BFILL,60,Conditional,if footing backfill required,True,
SI-FENCE-STKREM,DM-FENCE-STKREM,CC-REINSTATE,70,Conditional,if local reinstatement required,True,
SI-FENCE-STKREM,DM-FENCE-STKREM,CC-QA,80,Yes,none,True,
SI-PRELIM-SITEVIS,DM-PRELIM-SITEVIS-STD,CC-PRESTART,10,Yes,none,True,
SI-PRELIM-SITEVIS,DM-PRELIM-SITEVIS-STD,CC-QA,20,Yes,none,True,
SI-PRELIM-CONSTR,DM-PRELIM-CONSTR-STD,CC-PRESTART,10,Yes,none,True,
SI-PRELIM-CONSTR,DM-PRELIM-CONSTR-STD,CC-QA,20,Yes,none,True,
SI-PRELIM-SETOUT,DM-PRELIM-SETOUT-STD,CC-PRESTART,10,Yes,none,True,
SI-PRELIM-SETOUT,DM-PRELIM-SETOUT-STD,CC-QA,20,Yes,none,True,
SI-PRELIM-ECO,DM-PRELIM-ECO-STD,CC-PRESTART,10,Yes,none,True,
SI-PRELIM-ECO,DM-PRELIM-ECO-STD,CC-QA,20,Yes,none,True,
SI-PRELIM-DILAP,DM-PRELIM-DILAP-STD,CC-PRESTART,10,Yes,none,True,
SI-PRELIM-DILAP,DM-PRELIM-DILAP-STD,CC-QA,20,Yes,none,True,
SI-PRELIM-INDUCT,DM-PRELIM-INDUCT-STD,CC-PRESTART,10,Yes,none,True,
SI-PRELIM-INDUCT,DM-PRELIM-INDUCT-STD,CC-QA,20,Yes,none,True,
SI-PRELIM-WASTE,DM-PRELIM-WASTE-STD,CC-PRESTART,10,Yes,none,True,
SI-PRELIM-WASTE,DM-PRELIM-WASTE-STD,CC-QA,20,Yes,none,True,
SI-PRELIM-PWRAUD,DM-PRELIM-PWRAUD-STD,CC-PRESTART,10,Yes,none,True,
SI-PRELIM-PWRAUD,DM-PRELIM-PWRAUD-STD,CC-QA,20,Yes,none,True,
SI-PRELIM-SUPER,DM-PRELIM-SUPER-STD,CC-PRESTART,10,Yes,none,True,
SI-PRELIM-SUPER,DM-PRELIM-SUPER-STD,CC-QA,20,Yes,none,True,
SI-PRELIM-ENGFIN,DM-PRELIM-ENGFIN-STD,CC-PRESTART,10,Yes,none,True,
SI-PRELIM-ENGFIN,DM-PRELIM-ENGFIN-STD,CC-QA,20,Yes,none,True,
SI-ENV-TC,DM-ENV-TC-STD,CC-OVERLAY,10,Yes,none,True,
SI-ENV-SEDF,DM-ENV-SEDF-STD,CC-OVERLAY,10,Yes,none,True,
SI-ENV-TREE,DM-ENV-TREE-STD,CC-OVERLAY,10,Yes,none,True,
SI-ENV-DUST,DM-ENV-DUST-STD,CC-OVERLAY,10,Yes,none,True,
SI-ENV-MUD,DM-ENV-MUD-STD,CC-OVERLAY,10,Yes,none,True,
SI-GEN-DEP-BH,DM-GEN-DEP-BH-METRO,CC-PRESTART,10,Yes,none,True,
SI-GEN-DEP-BH,DM-GEN-DEP-BH-METRO,CC-HIRE,20,Yes,none,True,
SI-GEN-DEP-BH,DM-GEN-DEP-BH-REG,CC-PRESTART,10,Yes,none,True,
SI-GEN-DEP-BH,DM-GEN-DEP-BH-REG,CC-HIRE,20,Yes,none,True,
SI-GEN-DEP-AH,DM-GEN-DEP-AH-STD,CC-PRESTART,10,Yes,none,True,
SI-GEN-DEP-AH,DM-GEN-DEP-AH-STD,CC-HIRE,20,Yes,none,True,
SI-GEN-HIRE-DAY,DM-GEN-HIRE-DAY-STD,CC-PRESTART,10,Yes,none,True,
SI-GEN-HIRE-DAY,DM-GEN-HIRE-DAY-STD,CC-HIRE,20,Yes,none,True,
SI-GEN-HIRE-WK,DM-GEN-HIRE-WK-STD,CC-PRESTART,10,Yes,none,True,
SI-GEN-HIRE-WK,DM-GEN-HIRE-WK-STD,CC-HIRE,20,Yes,none,True,
SI-GEN-FUEL,DM-GEN-FUEL-STD,CC-OVERLAY,10,Yes,none,True,
SI-GEN-SWITCH,DM-GEN-SWITCH-STD,CC-OVERLAY,10,Yes,none,True,
SI-RAIL-TRACK,DM-RAIL-TRACK-STD,CC-OVERLAY,10,Yes,none,True,
